CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Card Type_DIAMOND,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Surname,Exited
728,37,4,0.0,1,0,0,4539.38,2,521,False,False,True,True,False,True,False,False,False,Wilson,0
731,30,7,0.0,2,0,1,143086.09,5,871,True,False,False,False,True,True,False,False,False,Menkens,0
692,49,9,0.0,2,1,0,178342.63,1,373,False,False,True,True,False,False,False,True,False,Davidson,0
756,40,1,94773.11,1,1,0,114279.63,4,585,True,False,False,False,True,False,False,True,False,Hao,0
638,57,6,0.0,1,1,0,33676.48,4,523,True,False,False,False,True,False,True,False,False,Chuang,1
625,28,3,0.0,1,0,0,183646.41,4,718,True,False,False,True,False,False,True,False,False,Zetticci,0
793,39,3,137817.52,1,0,0,83997.79,5,252,True,False,False,False,True,False,False,True,False,Gray,0
449,31,1,113693.0,1,0,0,82796.29,1,395,False,False,True,True,False,False,True,False,False,P'an,0
512,36,0,129804.17,1,1,0,53020.9,2,349,True,False,False,False,True,False,False,True,False,Moretti,0
737,32,7,128551.36,2,0,1,189402.71,2,314,True,False,False,True,False,False,True,False,False,Harris,0
718,29,3,0.0,1,0,1,134462.29,4,253,True,False,False,True,False,False,False,True,False,Peng,0
683,57,5,162448.69,1,0,0,9221.78,5,746,False,True,False,True,False,False,False,False,True,Alexandrova,1
651,25,2,109175.14,2,1,0,114566.47,1,652,False,True,False,True,False,False,False,False,True,Azubuike,0
586,52,6,140900.97,1,1,1,67288.89,3,396,True,False,False,True,False,False,False,False,True,Millar,0
705,40,3,92889.91,1,1,1,109496.69,1,451,False,True,False,True,False,False,False,True,False,Singleton,0
602,39,6,154121.32,2,1,0,176614.86,5,815,True,False,False,True,False,False,True,False,False,Hornung,1
675,39,6,0.0,2,0,0,83419.15,4,367,True,False,False,True,False,True,False,False,False,Benford,0
614,35,2,127283.78,1,1,1,31302.35,1,668,False,False,True,False,True,False,False,False,True,Uvarova,0
793,63,9,116270.72,1,1,1,184243.25,3,236,True,False,False,True,False,True,False,False,False,Ignatyev,0
633,47,0,0.0,1,1,1,6342.84,3,350,True,False,False,True,False,False,True,False,False,Uvarov,1
759,33,9,160541.36,2,0,0,93541.14,4,497,True,False,False,True,False,False,False,False,True,Traeger,0
527,39,9,96748.89,2,1,0,94711.43,2,534,False,True,False,True,False,False,False,False,True,Cantamessa,0
787,42,10,145988.65,2,1,1,79510.37,4,396,True,False,False,True,False,True,False,False,False,Yin,0
670,54,2,95507.12,1,1,1,63213.31,2,638,True,False,False,True,False,False,False,False,True,Bishop,0
652,48,8,133297.24,1,1,0,77764.37,1,619,True,False,False,True,False,False,True,False,False,Wei,0
598,53,10,167772.96,1,1,1,136886.86,5,686,False,True,False,False,True,False,False,False,True,Martin,0
675,39,7,0.0,2,0,1,36267.21,5,316,True,False,False,False,True,False,True,False,False,Ritchie,0
634,26,8,0.0,1,1,0,21760.96,4,783,True,False,False,False,True,True,False,False,False,Griffiths,0
544,37,2,0.0,2,0,0,135067.02,5,322,False,False,True,False,True,True,False,False,False,Stevenson,0
768,36,3,141334.95,1,0,1,125870.5,3,277,True,False,False,True,False,True,False,False,False,Padovano,0
651,41,4,38617.2,1,1,1,104876.8,1,771,True,False,False,True,False,False,False,False,True,Owen,0
712,33,2,182888.08,1,1,0,3061.0,1,278,True,False,False,False,True,False,False,False,True,Mbadiwe,0
772,47,9,152347.01,1,0,1,17671.78,1,902,True,False,False,False,True,False,False,False,True,Palermo,0
590,30,3,0.0,2,1,0,83090.35,4,332,False,False,True,False,True,False,False,True,False,Kung,0
523,63,6,116227.27,1,1,1,119404.63,5,738,False,True,False,False,True,True,False,False,False,Pan,0
707,53,6,109663.47,1,1,1,52110.45,1,416,False,False,True,True,False,False,False,False,True,Pham,0
652,31,3,103696.97,3,0,0,155221.05,4,897,True,False,False,True,False,False,False,False,True,Nwokeocha,1
443,35,6,161111.45,1,0,0,13946.66,5,765,True,False,False,False,True,False,False,False,True,Fyodorova,0
542,35,9,127543.11,2,1,0,468.94,4,732,False,True,False,True,False,False,False,False,True,Shih,1
675,35,8,0.0,2,1,1,56642.97,3,806,True,False,False,False,True,False,False,True,False,Anderson,0
652,38,6,123081.84,2,1,1,188657.97,5,305,False,False,True,True,False,False,False,True,False,L?,0
598,56,4,98365.33,1,1,1,44251.33,5,850,False,False,True,True,False,True,False,False,False,Morrison,0
475,32,8,119023.28,1,1,0,100816.29,1,278,True,False,False,True,False,False,False,True,False,Davidson,0
555,40,10,43028.77,1,1,0,170514.21,2,997,True,False,False,False,True,False,True,False,False,Clark,0
511,45,5,68375.27,1,1,0,193160.25,1,351,True,False,False,False,True,True,False,False,False,Genovese,1
665,38,5,0.0,2,1,0,156439.56,4,837,True,False,False,True,False,False,False,True,False,Barton,0
708,19,7,112615.86,1,1,1,4491.77,5,881,False,False,True,False,True,False,False,True,False,Doyle,0
435,37,8,114346.3,1,0,1,980.93,1,426,False,True,False,False,True,False,False,True,False,Chukwuebuka,1
704,54,6,133656.91,3,1,0,145071.33,1,329,False,True,False,True,False,False,False,True,False,Bradley,1
622,35,5,0.0,2,1,0,51112.8,5,775,True,False,False,True,False,False,True,False,False,Golubova,0
671,34,10,0.0,1,1,0,23235.38,5,991,False,False,True,True,False,False,False,False,True,Briggs,0
592,31,7,110071.1,1,0,0,43921.36,3,702,False,False,True,False,True,False,True,False,False,Ch'en,0
592,38,3,0.0,1,1,1,12905.89,1,983,False,False,True,False,True,False,False,True,False,Chien,1
631,41,0,0.0,1,0,0,87959.83,2,557,False,False,True,True,False,False,False,True,False,Connor,0
676,40,2,147803.48,1,1,0,95181.06,5,275,True,False,False,True,False,True,False,False,False,Omeokachie,1
535,40,7,111756.5,1,1,0,8128.32,2,567,False,True,False,False,True,False,True,False,False,Fitch,1
625,36,3,0.0,2,1,0,41295.1,2,841,True,False,False,True,False,False,False,True,False,Fallaci,1
601,54,1,131039.97,2,1,1,199661.5,1,929,False,True,False,True,False,True,False,False,False,Sagese,0
653,34,5,118838.75,1,1,1,52820.13,2,360,True,False,False,False,True,False,True,False,False,Efremova,0
466,41,2,152102.18,2,1,0,181879.56,4,322,False,True,False,False,True,False,False,True,False,Udinesi,0
599,45,10,103583.05,1,1,0,132127.69,2,376,False,True,False,False,True,False,False,False,True,Nnaife,1
668,38,1,147904.31,1,1,1,69370.05,3,502,False,False,True,False,True,False,False,False,True,Boni,0
698,27,7,0.0,2,1,0,111471.55,5,766,True,False,False,False,True,False,True,False,False,Folliero,0
788,43,10,0.0,2,1,1,116111.51,4,797,True,False,False,True,False,True,False,False,False,Larsen,0
612,35,1,0.0,1,1,1,83256.26,1,298,False,False,True,False,True,False,False,False,True,Akobundu,1
614,40,6,0.0,1,1,1,20339.79,4,438,True,False,False,False,True,False,False,True,False,Arcuri,1
718,43,5,132615.73,2,1,0,32999.1,3,795,False,True,False,False,True,False,False,False,True,Chan,0
682,48,9,101198.01,1,1,1,49732.9,4,672,False,False,True,True,False,False,True,False,False,Rowe,0
611,37,6,0.0,2,1,0,110782.88,5,501,True,False,False,True,False,True,False,False,False,Akobundu,0
685,35,4,137948.51,1,1,0,113639.64,1,404,False,False,True,False,True,False,False,True,False,Ch'iu,0
721,35,6,118273.83,1,0,1,3086.89,3,804,True,False,False,True,False,False,True,False,False,Mitchell,0
554,46,7,87603.35,3,0,1,96929.24,4,818,False,False,True,True,False,False,False,True,False,Ballard,1
609,34,1,0.0,1,1,1,181177.9,4,226,True,False,False,False,True,False,False,True,False,Chidozie,0
658,28,9,152812.58,1,1,0,166682.57,2,790,False,True,False,True,False,True,False,False,False,Green,0
738,39,5,0.0,2,1,1,114388.98,3,514,True,False,False,False,True,False,False,False,True,Shih,0
628,36,3,0.0,2,1,1,8742.91,4,276,True,False,False,False,True,False,False,True,False,Sullivan,0
736,28,2,0.0,2,1,1,117431.1,3,457,False,False,True,True,False,False,False,True,False,Ashley,0
664,39,7,60263.23,1,1,0,170835.32,5,466,False,True,False,False,True,False,False,False,True,Obiuto,0
850,31,4,146587.3,1,1,1,89874.82,2,687,False,True,False,False,True,False,True,False,False,She,0
720,37,2,120328.88,2,1,1,138470.21,1,302,True,False,False,True,False,True,False,False,False,Padovesi,0
679,39,2,146186.28,2,1,1,193974.47,4,412,False,True,False,False,True,False,False,False,True,Medvedeva,0
628,69,5,0.0,2,1,1,181964.6,3,348,True,False,False,False,True,True,False,False,False,Cox,0
794,55,6,115796.7,1,1,0,160526.36,1,442,False,True,False,True,False,False,True,False,False,Genovesi,1
666,71,1,53013.29,2,1,1,112222.64,1,419,False,True,False,False,True,False,True,False,False,Tang,0
565,55,4,118803.35,2,1,1,128124.7,2,535,True,False,False,False,True,False,True,False,False,Moyes,1
665,34,5,67816.72,1,1,1,29641.58,5,310,True,False,False,True,False,False,False,False,True,Unwin,0
512,33,6,121685.31,2,1,1,83681.97,4,973,True,False,False,True,False,False,True,False,False,Lucchese,0
768,48,3,122831.58,1,1,1,24533.89,2,813,False,True,False,False,True,False,False,True,False,Yefimov,1
477,47,9,144900.58,1,1,0,61315.37,4,498,True,False,False,False,True,False,True,False,False,Longo,1
531,31,3,96288.26,1,1,0,56794.73,4,247,True,False,False,False,True,True,False,False,False,Liao,0
503,37,6,0.0,2,0,0,136506.86,3,717,False,False,True,False,True,False,False,False,True,Ross,0
504,40,5,0.0,2,0,0,146703.36,2,538,False,False,True,False,True,False,False,False,True,Ibeamaka,0
634,45,2,0.0,1,1,1,143458.31,3,863,True,False,False,True,False,True,False,False,False,Soto,0
586,42,2,0.0,1,1,0,102889.34,3,338,False,False,True,True,False,False,False,True,False,Kaur,0
661,37,5,136425.18,1,1,0,81102.81,2,687,True,False,False,True,False,False,False,True,False,Parkes,0
705,38,1,189443.72,1,0,1,106648.58,3,648,True,False,False,False,True,False,False,True,False,Belousov,0
573,72,8,98765.84,1,1,1,96015.53,1,255,False,False,True,True,False,False,False,True,False,Zhdanova,0
577,48,6,179852.26,1,1,0,193580.32,2,782,False,False,True,False,True,False,True,False,False,Reynolds,0
684,43,7,0.0,2,1,0,131093.99,5,358,True,False,False,True,False,False,False,True,False,Levien,0
622,29,7,101486.96,1,1,1,8788.35,1,327,True,False,False,False,True,False,False,True,False,Wright,0
716,44,1,0.0,1,1,1,152108.47,4,453,True,False,False,True,False,False,True,False,False,Uspensky,0
715,42,6,0.0,2,1,1,128745.69,4,289,False,False,True,False,True,False,False,False,True,Donnelly,0
646,42,3,175159.9,2,0,0,67124.48,3,641,True,False,False,True,False,True,False,False,False,Murphy,1
738,29,2,0.0,2,1,1,170421.13,3,252,True,False,False,False,True,False,True,False,False,Saunders,0
720,44,3,86102.27,1,1,0,180134.88,2,481,True,False,False,False,True,True,False,False,False,Brennan,1
512,46,3,0.0,2,1,1,56408.14,4,669,False,False,True,True,False,False,False,True,False,Grave,0
524,25,7,131402.21,1,0,0,193668.49,4,997,False,True,False,True,False,False,False,True,False,Iroawuchi,0
783,72,5,121215.9,2,1,1,105206.48,3,509,True,False,False,True,False,False,True,False,False,Chiu,0
475,46,10,0.0,2,0,0,122953.0,3,800,True,False,False,True,False,True,False,False,False,Shih,1
838,41,5,0.0,2,1,0,81313.51,1,867,False,False,True,True,False,False,False,False,True,Ashton,0
685,30,4,84958.6,2,0,1,194343.72,2,987,False,True,False,True,False,False,True,False,False,Chiang,0
698,38,1,171848.38,1,0,0,16957.45,5,806,False,False,True,True,False,False,False,True,False,Amechi,0
686,34,3,123971.51,2,1,0,147794.63,5,410,True,False,False,True,False,False,False,True,False,Mazzi,0
658,35,9,71829.34,1,1,1,68141.92,1,285,False,False,True,False,True,False,False,False,True,Medvedeva,0
606,37,6,82373.94,1,0,0,172526.9,3,632,True,False,False,False,True,False,False,True,False,Chang,1
639,37,4,116121.84,2,0,1,181850.74,1,503,True,False,False,True,False,False,False,True,False,Sun,0
678,43,2,153393.18,2,1,1,193828.27,1,274,False,True,False,True,False,False,True,False,False,Ogbonnaya,0
643,33,4,0.0,2,1,1,152992.04,2,720,True,False,False,False,True,False,False,True,False,Donahue,0
673,57,4,0.0,2,1,1,49684.09,1,428,False,False,True,True,False,False,False,False,True,Wallis,0
678,60,8,185648.56,1,0,0,192156.54,2,508,True,False,False,False,True,False,False,True,False,Lorenzo,1
544,32,9,110728.39,1,1,1,14559.62,1,629,True,False,False,True,False,False,False,False,True,Conway,0
645,43,9,140121.17,1,1,0,11302.7,1,752,False,True,False,False,True,True,False,False,False,Fleming,1
658,44,6,148481.09,1,1,0,130529.13,4,940,True,False,False,True,False,False,False,False,True,Ewing,0
672,53,9,169406.33,4,1,1,147311.47,4,232,True,False,False,True,False,True,False,False,False,Fleming,1
556,36,2,134208.22,1,0,1,177670.57,4,343,True,False,False,True,False,False,True,False,False,Reye,0
549,39,7,0.0,1,0,0,81259.25,2,716,False,False,True,True,False,False,True,False,False,Fielding,1
639,41,5,98635.77,1,1,0,199970.74,3,391,False,True,False,True,False,False,False,True,False,Dyer,0
684,32,3,102630.13,2,1,1,127433.47,2,684,False,True,False,False,True,True,False,False,False,Selwyn,0
536,39,4,0.0,2,1,0,27150.35,1,422,True,False,False,False,True,False,False,True,False,Ikechukwu,0
699,50,0,158633.61,1,1,0,193785.87,1,835,False,False,True,True,False,False,False,False,True,Aparicio,0
591,51,8,132508.3,1,1,1,161304.68,5,752,False,True,False,True,False,True,False,False,False,Udinese,1
714,33,10,103121.33,2,1,1,49672.01,4,830,False,False,True,True,False,False,False,True,False,George,0
679,33,9,112528.65,2,1,0,177362.45,2,362,True,False,False,True,False,False,False,False,True,Holt,0
519,47,6,157296.02,2,0,0,147278.43,1,934,False,False,True,True,False,False,False,True,False,Ma,1
748,39,9,132865.56,1,1,1,59636.43,2,756,True,False,False,True,False,True,False,False,False,Trujillo,1
463,20,8,204223.03,1,1,0,128268.39,2,983,False,False,True,False,True,False,False,False,True,Ts'ui,0
820,36,4,0.0,2,1,0,31422.69,2,366,True,False,False,False,True,False,False,False,True,Czajkowski,0
492,51,8,117808.74,2,1,1,67311.12,3,263,False,True,False,False,True,False,True,False,False,Jamieson,0
633,27,3,0.0,2,1,0,44008.91,1,612,False,False,True,False,True,False,False,False,True,Hawes,0
596,42,7,0.0,2,1,1,121568.37,5,567,True,False,False,False,True,False,True,False,False,Patterson,0
502,33,8,0.0,2,1,1,123509.01,4,717,True,False,False,False,True,True,False,False,False,Izmailova,0
458,39,9,0.0,2,1,0,116343.09,4,345,True,False,False,True,False,False,False,True,False,Fenton,0
698,41,3,90605.29,1,1,1,14357.0,5,444,True,False,False,False,True,False,False,False,True,North,0
739,45,7,102703.62,1,0,1,147802.94,3,827,False,True,False,False,True,False,False,False,True,Repina,1
724,32,6,0.0,2,1,1,150026.79,4,480,True,False,False,True,False,False,False,True,False,Toscano,0
587,46,9,107850.82,1,1,0,139431.0,3,744,False,True,False,False,True,False,False,False,True,Crawford,1
619,44,6,52831.13,1,1,1,112649.22,3,245,False,False,True,True,False,False,False,False,True,Fiorentini,1
552,42,8,103362.14,1,0,1,186869.58,2,492,False,True,False,True,False,True,False,False,False,Ma,1
631,29,2,96863.52,2,1,1,31613.35,3,958,False,True,False,True,False,True,False,False,False,Heath,0
558,45,1,153697.53,2,0,0,89891.4,2,351,True,False,False,True,False,False,False,False,True,Takasuka,1
537,39,3,135309.36,1,1,0,31728.86,2,746,False,True,False,False,True,False,False,True,False,Marshall,1
642,19,3,113905.48,1,1,1,176137.2,5,893,False,True,False,True,False,False,False,True,False,Beavers,0
490,33,1,0.0,2,1,1,80792.83,3,861,True,False,False,False,True,True,False,False,False,Konovalova,0
540,31,10,118158.74,1,1,1,158027.57,4,645,False,False,True,True,False,False,False,False,True,Bryan,0
550,47,2,0.0,2,1,1,97057.28,3,794,True,False,False,False,True,False,True,False,False,Burke,0
718,35,8,0.0,2,1,0,94820.85,5,769,True,False,False,False,True,False,False,True,False,Mistry,0
760,49,9,91502.99,1,1,0,117232.9,5,511,False,True,False,True,False,False,False,True,False,Chung,1
695,37,2,0.0,2,1,1,99692.65,1,361,True,False,False,False,True,False,False,False,True,Talbot,0
612,44,2,115163.38,1,1,1,97677.52,1,244,False,True,False,False,True,True,False,False,False,Arcuri,1
647,30,6,143138.91,2,1,0,2955.46,3,896,False,True,False,False,True,False,False,True,False,Paterson,0
594,38,10,0.0,2,1,0,58332.91,3,827,False,False,True,True,False,False,False,True,False,Jimenez,0
675,32,1,0.0,3,1,0,85901.09,5,890,True,False,False,False,True,False,False,True,False,Gray,0
524,29,3,159035.45,1,1,0,2705.31,4,580,False,False,True,False,True,False,True,False,False,Briggs,1
652,27,10,107303.72,2,0,0,44435.76,2,986,True,False,False,False,True,False,True,False,False,Tu,0
702,29,10,88378.6,1,1,0,88550.28,3,596,True,False,False,True,False,False,False,True,False,Watt,0
588,32,1,0.0,2,1,1,8763.87,1,824,True,False,False,False,True,False,False,True,False,Pomeroy,0
788,37,8,141541.25,1,0,0,66013.27,4,582,False,False,True,False,True,True,False,False,False,Wright,0
584,38,3,0.0,2,1,1,4525.4,2,941,False,False,True,True,False,False,True,False,False,Cunningham,0
674,44,4,131593.85,1,0,1,171345.02,2,558,False,True,False,True,False,False,True,False,False,Okoli,1
774,46,9,0.0,2,1,1,34774.26,2,919,False,False,True,False,True,False,False,False,True,Kulikova,0
705,46,5,89364.91,1,0,1,139162.15,4,336,False,False,True,True,False,False,True,False,False,Udegbulam,0
647,42,9,0.0,2,1,1,51362.82,1,358,True,False,False,True,False,True,False,False,False,Han,0
591,35,2,90194.34,2,1,0,57064.57,5,986,False,True,False,True,False,True,False,False,False,Chan,0
760,43,8,121911.59,1,1,0,193312.33,3,224,True,False,False,False,True,False,False,False,True,McKay,0
647,51,1,119741.77,2,0,0,54954.51,3,847,False,True,False,True,False,False,False,False,True,Begum,1
690,54,5,0.0,1,1,0,12847.61,5,439,True,False,False,False,True,False,True,False,False,Abramowitz,1
680,23,5,140007.19,1,0,1,31714.08,3,808,True,False,False,False,True,False,True,False,False,McMillan,0
704,27,5,147004.34,1,1,0,64381.33,4,828,False,True,False,False,True,False,False,False,True,Ball,1
497,29,4,85646.81,1,0,0,63233.02,5,750,True,False,False,True,False,False,True,False,False,Wilson,1
652,80,4,0.0,2,1,1,188603.07,1,662,True,False,False,True,False,False,True,False,False,Pokrovskii,0
606,38,3,99897.53,1,0,0,37054.65,5,226,False,True,False,False,True,False,False,True,False,Waters,0
589,36,1,100895.54,1,1,1,68075.14,3,967,True,False,False,False,True,False,False,True,False,Le Hunte,0
802,51,7,0.0,1,0,1,40855.79,3,590,False,False,True,False,True,False,False,False,True,Mann,0
732,55,9,136576.02,1,0,1,3268.17,2,443,True,False,False,False,True,False,False,True,False,Longo,1
445,31,7,145056.59,1,1,1,175893.53,4,946,True,False,False,False,True,False,False,True,False,Kerr,0
602,38,7,111835.94,2,1,0,124389.61,3,855,True,False,False,False,True,False,False,False,True,McDonald,0
647,26,8,109958.15,1,1,1,136592.24,2,271,False,False,True,True,False,False,True,False,False,Warner,1
444,45,6,0.0,1,1,0,130009.85,4,669,True,False,False,False,True,False,True,False,False,Farrell,1
556,31,1,128663.81,2,1,0,125083.29,4,876,False,True,False,True,False,False,False,True,False,Greece,0
739,40,1,109681.61,1,1,1,193321.3,5,523,False,False,True,False,True,False,False,True,False,Narelle,0
695,27,6,125552.96,1,1,0,105291.26,1,551,False,True,False,False,True,False,False,False,True,Blesing,0
523,60,1,163894.35,1,0,1,57061.71,1,309,False,True,False,False,True,True,False,False,False,Lambert,0
702,26,5,56738.47,2,1,1,100442.22,3,374,True,False,False,False,True,False,False,False,True,Cattaneo,1
643,62,9,0.0,2,0,0,155870.82,5,652,True,False,False,False,True,False,False,True,False,Beneventi,0
516,33,10,138847.9,1,1,1,127256.7,3,465,False,True,False,True,False,True,False,False,False,Higgins,0
501,34,7,93244.42,1,0,1,199805.63,2,354,False,True,False,True,False,False,False,True,False,Mai,0
785,39,1,130147.98,1,1,0,163798.41,1,526,True,False,False,True,False,False,False,False,True,Kemp,1
598,38,0,125487.89,1,0,0,158111.71,5,355,True,False,False,False,True,True,False,False,False,Smith,0
647,44,5,0.0,3,1,1,174205.22,3,752,False,False,True,True,False,True,False,False,False,Heap,1
773,45,8,96877.21,1,1,1,113950.51,4,744,True,False,False,False,True,False,False,False,True,Wallace,0
754,27,8,0.0,2,0,0,121821.16,3,307,False,False,True,True,False,True,False,False,False,Browne,0
730,32,9,127661.69,1,0,0,60905.51,3,542,True,False,False,True,False,True,False,False,False,Fanucci,0
762,43,5,134204.67,1,1,1,139971.01,4,672,False,False,True,True,False,True,False,False,False,Doyne,0
683,31,2,0.0,2,0,1,77326.78,2,791,True,False,False,False,True,True,False,False,False,Garnsey,0
718,28,6,0.0,2,1,0,146875.86,4,319,False,False,True,False,True,True,False,False,False,Watson,0
614,36,1,118311.76,1,1,0,146134.68,4,709,True,False,False,False,True,True,False,False,False,Denisov,0
614,35,6,128100.28,1,0,0,69454.24,4,830,False,True,False,True,False,False,False,True,False,McGregor,1
773,41,7,190238.93,1,1,1,57549.65,2,862,True,False,False,True,False,True,False,False,False,Hansen,0
659,36,6,123841.49,2,1,0,96833.0,5,875,True,False,False,False,True,False,False,True,False,Nepean,0
717,76,9,138489.66,1,1,1,68400.14,2,860,True,False,False,True,False,False,True,False,False,Lavrov,0
544,47,5,105245.21,1,0,0,99922.08,3,491,False,True,False,False,True,False,True,False,False,Grigoryeva,1
572,33,9,68193.72,1,1,0,19998.31,1,269,True,False,False,False,True,False,True,False,False,Tao,0
619,31,3,141751.82,1,0,1,61531.86,4,241,False,False,True,True,False,True,False,False,False,Long,0
535,38,2,119272.29,1,0,0,195896.59,5,346,True,False,False,False,True,False,False,False,True,Kovaleva,1
630,31,0,0.0,2,1,1,34475.14,2,252,True,False,False,False,True,False,False,True,False,Ozerova,0
850,38,2,0.0,2,1,0,9015.07,1,834,True,False,False,True,False,False,False,False,True,Grant,0
752,49,2,78653.84,1,1,0,7698.6,2,989,True,False,False,False,True,False,False,False,True,Palermo,0
591,44,10,113581.98,1,1,0,1985.41,5,645,False,True,False,True,False,False,True,False,False,McCartney,0
542,54,8,105770.14,1,0,1,140929.98,4,780,False,False,True,False,True,True,False,False,False,Bovee,1
630,49,1,0.0,2,0,1,162858.29,3,998,False,False,True,True,False,False,True,False,False,Milano,0
676,23,1,107787.47,1,0,1,116378.82,5,597,True,False,False,False,True,False,False,False,True,Wan,0
785,55,5,0.0,2,1,1,7008.65,2,263,True,False,False,False,True,True,False,False,False,Chiefo,0
554,38,4,137654.05,2,1,1,172629.67,2,326,True,False,False,True,False,False,False,True,False,Chin,0
828,41,7,0.0,2,1,0,171378.77,2,666,True,False,False,True,False,False,False,True,False,Kennedy,0
462,34,1,94682.56,2,1,0,138478.2,5,747,False,True,False,False,True,False,False,True,False,Pearce,0
850,30,5,123210.56,2,1,1,102180.27,4,749,False,True,False,False,True,True,False,False,False,Mackay,0
644,35,5,161591.11,3,1,1,63795.62,4,712,False,True,False,False,True,False,False,True,False,Cattaneo,0
595,29,6,150685.79,1,1,0,87771.06,4,480,True,False,False,False,True,False,False,False,True,Chamberlain,0
663,39,8,0.0,2,1,1,101168.9,5,445,True,False,False,True,False,False,False,False,True,Wallace,0
706,42,8,95386.82,1,1,1,75732.25,5,734,False,False,True,True,False,False,False,False,True,Morrison,0
733,32,5,0.0,2,1,0,131625.14,1,522,False,False,True,True,False,False,True,False,False,Donaldson,0
742,31,4,105239.1,1,1,1,19700.24,3,790,True,False,False,False,True,True,False,False,False,Woods,0
668,69,9,0.0,1,0,1,134483.07,5,397,False,False,True,True,False,False,False,True,False,Tsui,0
670,35,3,103465.02,2,1,1,174627.06,3,671,True,False,False,True,False,False,False,False,True,Grant,0
548,37,4,0.0,1,1,0,121763.68,5,926,False,False,True,False,True,False,True,False,False,Obiora,0
772,42,0,101979.16,1,1,0,90928.48,4,612,False,True,False,True,False,False,True,False,False,Hilton,0
535,48,9,109472.47,1,1,0,157358.43,2,415,False,False,True,False,True,False,True,False,False,Vasilyeva,1
717,35,1,0.0,3,0,0,174770.14,3,810,False,False,True,False,True,False,True,False,False,Johnson,1
684,24,8,143582.89,1,1,1,22527.27,4,559,False,False,True,False,True,False,True,False,False,Mao,0
637,54,5,0.0,1,0,1,150836.98,2,259,False,False,True,True,False,False,False,True,False,Owens,0
555,30,1,0.0,2,0,0,88146.86,1,561,True,False,False,False,True,True,False,False,False,Pope,0
596,47,6,0.0,1,1,0,74835.65,2,458,True,False,False,False,True,False,True,False,False,McKenzie,0
811,52,10,76915.4,1,0,0,146359.81,2,488,False,True,False,False,True,False,True,False,False,Burgess,1
805,45,9,116585.97,1,1,0,189428.75,1,885,False,True,False,True,False,False,True,False,False,Oliver,1
615,32,4,0.0,2,1,1,6225.63,4,294,True,False,False,False,True,False,True,False,False,Cameron,0
540,40,8,0.0,2,1,0,3560.0,5,501,False,False,True,True,False,False,True,False,False,Carpenter,0
474,33,5,0.0,2,1,0,181945.52,1,454,True,False,False,False,True,True,False,False,False,Tsou,1
657,41,8,109402.13,1,1,1,66463.62,4,988,False,False,True,False,True,False,True,False,False,Nwachinemelu,0
697,39,6,151553.19,1,1,1,44946.29,4,221,True,False,False,True,False,False,False,False,True,Duncan,0
693,38,3,0.0,2,0,0,78133.48,5,724,True,False,False,True,False,False,True,False,False,Praed,1
705,33,5,116765.7,1,0,0,190659.17,1,711,False,True,False,True,False,False,False,False,True,Obiajulu,1
636,42,2,0.0,2,1,1,55470.78,4,991,True,False,False,False,True,False,False,True,False,T'ang,0
656,32,1,104254.27,1,1,1,17034.37,3,715,False,False,True,True,False,False,False,True,False,Teakle,0
787,46,7,117685.31,2,1,1,93360.35,4,890,True,False,False,False,True,False,False,False,True,Jobson,0
716,34,9,0.0,1,1,1,66695.71,3,980,False,False,True,False,True,True,False,False,False,Chikwendu,0
813,27,1,137275.36,1,0,1,115733.16,2,799,False,False,True,False,True,False,False,True,False,Chukwuemeka,0
709,32,2,87814.89,1,1,0,138578.37,2,643,True,False,False,True,False,True,False,False,False,McElhone,0
532,60,5,76705.87,2,0,1,13889.73,5,753,True,False,False,False,True,False,True,False,False,Manfrin,0
554,27,4,0.0,2,1,1,135083.73,5,738,False,False,True,True,False,False,False,False,True,Emery,0
518,50,4,0.0,1,0,0,107112.25,2,225,False,False,True,False,True,False,False,True,False,Afanasyeva,1
779,34,5,0.0,2,0,1,111676.63,1,945,False,False,True,True,False,False,False,False,True,Zimmer,0
749,27,9,0.0,2,1,0,132734.87,4,739,True,False,False,True,False,False,False,True,False,Bellasis,0
546,52,1,106074.89,1,1,1,23548.45,3,579,False,True,False,True,False,False,False,True,False,Yang,1
705,24,5,177799.83,2,0,0,79886.06,2,443,False,False,True,True,False,False,True,False,False,Ritchie,0
594,36,6,153880.15,1,0,0,135431.72,4,706,True,False,False,False,True,False,False,True,False,Lorenzo,0
681,43,3,66338.68,1,1,1,18772.5,5,350,True,False,False,False,True,True,False,False,False,Laura,1
611,27,7,0.0,2,1,1,157474.1,2,231,True,False,False,False,True,True,False,False,False,Miller,0
588,40,10,125534.51,1,1,0,121504.18,5,801,False,True,False,True,False,False,False,False,True,McGregor,1
722,29,1,107233.85,2,1,0,24924.92,2,941,False,True,False,False,True,True,False,False,False,Hs?,0
764,34,6,108760.27,2,1,0,166324.79,3,665,False,True,False,False,True,False,True,False,False,Bradley,1
672,40,3,0.0,1,1,0,113171.61,5,755,True,False,False,True,False,False,True,False,False,Gorman,1
733,36,1,0.0,2,0,1,108377.82,2,932,False,False,True,False,True,False,False,False,True,Hopetoun,0
